RUNTIME,OILPRESSURE,CASINGPRESSURE,BACKPRESSURE,PUMPINLETPRESSURE,PUMPOUTPRESSURE,PUMPINLETTEMPERTURE,MOTORTEMPERTURE,CURRENTS,VOLTAGE,FREQUENCY_POWER,CREEPAGE,ChokeDiameter,VIB,MOTORPOWER,OIL(bbl),GAS(103Mscf),WATER(bbl),LIQUID(bbl),GOR(Mscf/bbl),RUL
1,313.00674929577457,300.18523084507046,279.2240488732395,864.3648095774646,2018.819790140845,69.32182930985914,123.98331014084499,49.985915492957744,1824.8098591549297,49.82934236619718,0.38142253070422527,3072.0,0.1497718315492958,118.80600028169009,450.2946724025208,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1053
2,307.7192854166668,294.87000402777784,274.1657998611112,861.3958545833334,2012.0074069444454,69.31959352777778,124.47556680555552,50.0,1827.2847222222222,49.83678677777778,0.382499995,3072.0,0.14391250208333334,118.9810901388888,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1052
3,310.0423059722222,296.68359444444445,276.3672315277778,862.1722413888889,2015.6222055555559,69.32146194444444,124.40489722222225,50.0,1826.8958333333333,49.84817347222222,0.3790833297222222,3072.0,0.15793194541666658,118.89073499999989,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1051
4,311.0808869444446,298.24032930555563,277.27977472222216,861.8263923611113,2015.5476152777783,69.32164061111115,124.35955152777781,49.97638894444444,1826.3472222222222,49.83401344444443,0.38066666333333327,3072.0,0.15820972208333328,118.88026097222217,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1050
5,309.9370006944444,297.0002776388889,275.9420495833333,860.5541641666669,2013.6564097222222,69.32462591666668,124.44048249999999,50.0,1827.4166666666667,49.83227038888889,0.38049999722222216,3072.0,0.15898749944444432,118.93239861111107,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1049
6,309.42244611111107,296.15167791666676,275.7127172222223,859.5624998611111,2013.2454958333333,69.32152990277775,124.46189583333327,50.0,1826.25,49.82593865277777,0.38208332861111105,3072.0,0.1669416675,118.94977624999991,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1048
7,308.0233033333332,295.8105716666666,274.36668527777783,859.2666619444448,2012.4113750000001,69.3187991111111,124.51375055555552,49.986111111111114,1825.4375,49.82086740277777,0.3800416626388887,3072.0,0.15651666722222213,118.98098305555553,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1047
8,307.478037638889,295.3717954166667,274.38833402777783,858.2277597222222,2011.8212944444454,69.3240331111111,124.6113519444445,50.0,1826.4652777777778,49.844679041666666,0.38404166041666654,3072.0,0.15073333375000003,119.01432736111103,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1046
9,309.0856230555555,295.7808681944444,275.05946097222227,857.1222243055558,2011.610793055555,69.31651131944446,124.62700458333332,50.0,1826.7291666666667,49.836814513888875,0.3794583301388888,3072.0,0.15532853277777772,118.96924638888878,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1045
10,308.1355701388889,294.37492277777784,274.2654858333333,856.3347336111112,2009.4700263888897,69.32117004166668,124.6802884722222,50.0,1827.3541666666667,49.84408491666666,0.38099999555555547,3072.0,0.16044722111111112,119.07898249999994,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1044
11,312.82642194444446,300.0007233333333,279.03689277777784,857.250005,2013.4835999999996,69.3204905,124.63747111111108,49.91458330555556,1824.1458333333333,49.816330763888885,0.3807083293055554,3072.0,0.15425694430555562,118.75578833333331,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1043
12,309.2779512500001,296.0731352777778,276.0622093055557,855.0708366666667,2007.7134333333333,69.31051608333333,124.69218013888884,49.986111111111114,1825.5416666666667,49.809331874999984,0.3796666644444444,3072.0,0.14794027958333325,118.91774208333325,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1042
13,307.34965222222223,295.7483961111112,273.80782999999997,854.2263797222223,2007.2945736111114,69.31103545833334,124.82194930555556,50.0,1824.7777777777778,49.82519786111109,0.3776249984722222,3072.0,0.15872361097222223,118.94422541666657,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1041
14,307.02340472222227,294.82829805555554,273.79524361111106,852.8708268055558,2006.3316708333332,69.31561404166666,124.89917430555556,49.984027749999996,1825.2430555555557,49.82722419444443,0.3802916629166666,3072.0,0.15515555583333324,119.05530569444437,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1040
15,312.1751780555555,300.54824458333337,280.48991333333345,853.9930354166668,2011.4094097222228,69.31845727777778,124.83998152777778,49.97430558333333,1823.951388888889,49.84156477777778,0.38141666194444435,3072.0,0.15594722249999993,118.86494472222219,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1039
16,308.6309880555555,298.4600962500001,277.67802111111115,852.2486004166667,2008.3010222222224,69.31499056944442,125.04324652777778,49.98819447222222,1825.3333333333333,49.85422479166667,0.38145832791666656,3072.0,0.15246944513888888,118.87533249999996,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1038
17,308.0927776388888,297.43673763888887,277.55869819444456,850.6708213888888,2007.5769277777779,69.31600133333332,125.07307874999995,49.958333333333336,1824.5208333333333,49.84434916666666,0.3809583295833333,3072.0,0.15130555652777777,118.79686291666661,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1037
18,309.2882723611111,299.8547980555556,278.41535444444435,850.9777626388887,2009.7275069444452,69.31264173611108,125.03165305555564,49.909027861111106,1822.9375,49.8399106111111,0.38358332805555545,3072.0,0.1467958342916666,118.7140884722222,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1036
19,302.3642711111111,295.1261880555556,271.30507027777776,848.4083441666667,2004.1702694444446,69.31985979166667,125.28722375000001,50.0,1824.1666666666667,49.8264687361111,0.37970833041666663,3072.0,0.1542357397222222,118.96365666666657,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1035
20,305.6171225000001,297.37007736111104,275.35072236111114,848.7555618055554,2006.4116541666663,69.3186237361111,125.31570666666669,49.94652780555555,1823.1180555555557,49.813307347222235,0.38108332972222214,3072.0,0.15118889055555554,118.76758791666667,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1034
21,300.7521540277778,294.11110208333344,270.154132361111,846.3208727777773,2002.5072499999999,69.31895844444446,125.515225,50.0,1824.9791666666667,49.84076379166666,0.38041666305555555,3072.0,0.15016769069444447,118.94068152777771,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1033
22,301.9486537500001,295.5806548611111,271.3750512499999,846.5736290277778,2002.964652777778,69.31956479166666,125.45501736111116,49.981944388888884,1824.298611111111,49.83910695833334,0.3829166613888888,3072.0,0.15144583347222218,118.84270694444434,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1032
23,301.15770013888886,295.38186611111115,271.01808958333334,844.7722166666667,2003.095504166667,69.3155452361111,125.54980694444447,49.93055555555556,1822.1805555555557,49.833221083333335,0.38154166208333323,3072.0,0.15153055486111108,118.75507263888883,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1031
24,298.9708686111111,294.4009325,268.25956597222216,843.1221987500003,2001.6517888888893,69.316928375,125.68772055555559,49.92083338888889,1822.5416666666667,49.82550059722221,0.3822499947222221,3072.0,0.14856250097222223,118.70648597222218,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1030
25,297.48008708333333,294.26718027777775,267.1937156944445,841.5457898611114,1998.5344152777773,69.30907359722224,125.80628944444442,49.916666666666664,1822.875,49.8306352638889,0.3833333277777776,3072.0,0.14726875111111107,118.67725972222222,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1029
26,300.9847565277776,297.6315473611112,270.4723258333333,842.0652537500004,2003.193179166666,69.31593225,125.69697750000006,49.77569441666667,1821.6666666666667,49.83573220833333,0.3834999938888888,3072.0,0.14502083458333334,118.48265986111113,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1028
27,299.9810840277778,297.70379680555556,270.0489072222223,840.9291548611111,2002.8497638888884,69.31534349999998,125.7464148611111,49.781944499999994,1821.826388888889,49.815379125,0.38304166152777763,3072.0,0.14424027874999995,118.45344638888893,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1027
28,301.2289425000001,298.14047527777774,271.7503888888889,840.3416298611116,2002.5047194444446,69.31750812499999,125.77846902777782,49.754166722222216,1821.388888888889,49.81721541666667,0.38229166291666655,3072.0,0.14272104861111112,118.32485763888894,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1026
29,306.8243630555556,304.8511702777776,277.48317638888904,842.3846931944447,2009.414158333333,69.316109625,125.64068569444443,49.50000000000001,1820.4791666666667,49.82672001388889,0.3833333277777776,3072.0,0.14991944541666666,118.10457416666674,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1025
30,295.8969193055555,297.15383777777777,266.1432236111111,838.9846738888891,1999.5485416666666,69.31493545833334,125.90914208333336,49.861111111111114,1821.5277777777778,49.82343718055554,0.38145832791666656,3072.0,0.14716250166666664,118.60987166666662,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1024
31,295.2217604166667,296.03631013888884,265.7479941666667,837.4457504166674,1999.8296194444442,69.31965998611109,125.73760750000004,49.84513886111111,1821.3680555555557,49.821938652777774,0.3806249951388888,3072.0,0.1483958352777778,118.59174888888886,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,1023
61,289.70999,296.70627,257.70126,837.29987,1996.2,69.400002,124.5,50.0,1820.0,49.715,0.38999999,3072.0,0.164,119.45048,450.2946724025213,206574.78624932354,741.6106787218084,1191.9053511243299,384.24245616522614,993
62,304.6555715277778,295.54121847222234,278.28294388888895,741.5375293055555,2062.7104777777777,69.40162415277779,143.01156458333332,56.62013884722222,2046.9722222222222,53.813787319444444,0.38295832805555546,3328.0,0.18429722263888887,151.86747305555562,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,992
63,300.35717902777765,291.1763619444443,273.88989499999997,740.8180676388889,2058.159319444444,69.40025545833333,142.88088388888892,56.77638891666666,2048.2569444444443,53.802229652777775,0.38137499583333323,3328.0,0.1782611118055556,151.84256583333334,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,991
64,299.4698087499999,290.6897568055555,273.41159763888885,741.6680486111114,2058.3285694444444,69.40127281944446,142.67537347222222,56.895138902777795,2049.6458333333335,53.81956866666668,0.37979166361111105,3328.0,0.18041527805555554,152.01553861111117,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,990
65,306.7308850000001,295.7461247222221,280.9123252777777,744.6277630555555,2068.3973138888887,69.40380925000001,142.41822944444448,56.632638875,2047.875,53.83882173611113,0.3815833288888888,3328.0,0.1820749994444445,151.62090041666673,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,989
66,299.27546819444456,288.80073027777775,273.57019097222224,741.1847380555554,2059.7057416666667,69.40412998611113,142.81039722222218,56.822916736111125,2048.965277777778,53.82799984722223,0.3809166627777777,3328.0,0.17635833277777774,151.9134538888889,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,988
67,298.7728108333333,291.1892031944444,272.37852805555553,743.2513924999998,2063.8430194444445,69.40755090277779,142.8732030555556,56.91041665277779,2048.343927777778,53.80389412499999,0.3806502708333333,3328.0,0.17733981541666666,152.18603111111113,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,987
68,299.6374634722222,292.91057180555555,273.1654002777777,744.2861115277776,2065.9588486111115,69.40402875000001,142.40646041666665,56.90902779166667,2048.3958333333335,53.81327745833332,0.38220832861111104,3328.0,0.1739249968055555,152.16501958333336,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,986
69,304.6455013888889,294.1909019444445,279.1249999999999,744.7444354166666,2069.597434722222,69.40802847222226,142.2871024999999,56.669444388888884,2046.8333333333333,53.78908080555557,0.3823749949999999,3328.0,0.17961527791666665,151.6751602777778,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,985
70,299.5246880555556,290.18225569444434,273.64873249999994,745.2319338888889,2067.0561374999997,69.40262965277779,142.49448069444446,56.92916669444445,2048.6736111111113,53.79148158333333,0.3824999949999999,3328.0,0.17313641680555558,152.06987777777778,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,984
71,301.3671448611111,291.1451465277777,275.8760927777778,744.8180398611112,2067.3370749999995,69.40412640277776,142.70002361111116,56.92291668055556,2048.597222222222,53.79942838888891,0.381958328611111,3328.0,0.16614282347222217,152.23579500000008,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,983
72,301.61082402777777,291.6212633333333,276.09963444444446,745.2944279166669,2067.2998402777775,69.40564354166666,142.8100720833333,56.95347218055555,2049.1666666666665,53.83191750000001,0.38295832805555546,3328.0,0.1622874993055555,152.2934831944444,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,982
73,302.013349861111,290.7051134722222,276.95453000000003,745.0249865277779,2067.8965680555557,69.4195428611111,142.91634986111114,56.992361125,2049.1388888888887,53.82553370833335,0.3787499975,3328.0,0.16899444236111105,152.13932111111114,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,981
74,303.6730469444445,292.1337161111112,278.5238544444445,745.7402726388889,2071.297758333334,69.44333519444444,142.9927590277778,56.992867888888895,2049.8125,53.800001541666674,0.3825416616666666,3328.0,0.16547777805555558,152.0635705555556,450.29467240252075,206574.7862493233,741.6106787218085,1191.9053511243299,384.2424561652261,980
